Token,Chapter_Category,Word_Count,Token_Type,Has_Handshape_Analysis,Handshapes,Sign_Description
CLOSE,Opposites and Questions,1,Single word,Yes,Curved hand,"With both curved hands in front of you, bring the right band close to the left hand."
CLOTHES,Home and Clothing,1,Single word,No,,Brush the fingertips of both hands down the body.
CLOUD,Science and Nature,1,Single word,Yes,Clawed hand,Place both clawed hands above your head in a round shape and repeat a few times.
CLUB,Sports and Games,1,Single word,Yes,"""C"" hand; Little finger (I)","Place both ""C"" hands together with palms facing front and twist forward, bringing the little fingers together."
COACH,Sports and Games,1,Single word,Yes,"""C"" hand; Index finger (1)","Place the right ""C"" hand on the back of the left index finger then slide the right hand back and forth."
COAL POT,Food,2,Multi-word phrase,Yes,Index finger (1),Use the index fingers to make a box in the air then fan the air with your right hand.
COAT,Home and Clothing,1,Single word,Yes,"""Y"" hand","Move both ""Y"" hands downward from shoulders to the abdomen."
COCK,Animals,1,Single word,Yes,"""3"" hand","Place the thumb of the ""3"" hand against the forehead."
COCOA,Food,1,Single word,Yes,Flat hand,Drop the right flat hand into the left palm then dip the right hand downward.
COCONUT,Food,1,Single word,Yes,Curved hand,Place both curved hands at the head with palms facing each other and shake back and forth.
COCOYAM,Food,1,Single word,Yes,"""P"" hand","Swing the ""P"" hand back and forth at your forehead."
COFFEE,Food,1,Single word,Yes,"""C"" hand","Place both ""C"" hands in front of you and rotate the right hand over the left hand."
COINS,Money,1,Single word,Yes,"""Q"" hand","Tap the right ""Q"" hand against the left palm."
COLD,Opposites and Questions,1,Single word,Yes,"""F"" hand","Pull the ""F"" hand downward from the nose."
COLLAPSE,Idiomatic Expressions,1,Single word,Yes,Curved hand,"With both curved hands at shoulder level, lift them both up and then inward in an arc."
COLLECT,Idiomatic Expressions,1,Single word,Yes,Curved hand,"Sweep the ""curved hand"" back towards yourself over the left hand."
COLLEGE,Education and Communication,1,Single word,Yes,"""C"" hand","Sweep the ""C"" hand forward over your left palm."
COLOUR,Colours,1,Single word,No,,Wiggle the fingers and move the hand down the face.
COME,Opposites and Questions,1,Single word,Yes,Index finger (1),Point both index fingers outward with palms facing up then bring both hands back toward the body.
COMMANDMENTS,Religion,1,Single word,Yes,"""C"" hand","Move the ""C"" hand from your fingertips to your palm."
COMMITTEE,Politics,1,Single word,Yes,"""C"" hand","Place the ""C"" hand on your right chest then move it to the left chest."
COMMUNICATE,Education and Communication,1,Single word,Yes,"""C"" hand","With tboth ""C"" hands, alternate moving your hands back in forth at your mouth."
COMMUNION,Religion,1,Single word,Yes,Flat hand,"With flat hands, alternate moving them forward and backward."
COMMUNITY,Travel and Directions,1,Single word,Yes,"""C"" hand","In front of your body, slightly curve both ""C"" hands downward, then repeat."
COMPARE,Ideas and Mental Action,1,Single word,Yes,"""C"" hand","Dip both ""C"" hands back and forth alternately at your sides."
COMPASS,Education and Communication,1,Single word,Yes,"""V"" hand","Place the middle finger of the ""V"" hand against your left palm and rotate the right hand."
COMPLAIN,Education and Communication,1,Single word,Yes,Clawed hand,Tap both clawed hands over the heart.
COMPUTER,Technology,1,Single word,Yes,"""C"" hand","Swing the ""C"" hand over the left wrist."
CONDOM,Health,1,Single word,Yes,"""C"" hand; Index finger (1)","Pull the right ""C"" hand down your left index finger."
CONFUSED,Ideas and Mental Action,1,Single word,Yes,Clawed hand,Point to your temple then circle both clawed hands in opposite directions in front of you.
CONGRATULATE,Activities,1,Single word,No,,Raise your clasped hands together in front of your chest and shake them back and forth.
CONSIDER,Ideas and Mental Action,1,Single word,Yes,Index finger (1),Circle both index fingers at your temples.
CONTINUE,Activities,1,Single word,Yes,"""A"" hand","Place both ""A"" hand thumbs together and move them forward and away from the body."
CONTROL,Activities,1,Single word,Yes,"""A"" hand","Pull both modified ""A"" hands back and forth alternately in front of your body."
CONVINCE,Activities,1,Single word,Yes,Index finger (1),Brush the fingers of the right hand against the left index finger a few times.
CONVULSION,Health,1,Single word,Yes,Clawed hand,Wave the clawed hand in a circle in front of your face quickly.
COOK,Food,1,Single word,Yes,Flat hand,Slide the right flat hand back and forth over the left palm then slide your flat hands down the body.
COOL DOWN,Idiomatic Expressions,2,Multi-word phrase,No,,"With both palms facing down, slowly press in a downward motion."
COPYING SOMEONE,Idiomatic Expressions,2,Multi-word phrase,Yes,Index finger (1); Pinch (thumb + index),"With the right thumb and index finger slightly open, pinch from the right eye downward."
CORRUPT,Emotions and Character,1,Single word,Yes,"""3"" hand; Clawed hand","Place the clawed ""3"" hand against your nose and twist forward."
COTE D'IVOIRE,Travel and Directions,2,Multi-word phrase,Yes,"""C"" hand; ""I"" hand","Place the ""C"" hand on your wrsit then place the ""I"" hand on your fingertips."
COUGH,Health,1,Single word,Yes,"""S"" hand","Place the ""S"" hand at your mouth and make a coughing motion with your shoulders."
COUNT,Money,1,Single word,Yes,"""F"" hand","Slide the thumb and index finger of the ""F"" hand forward against the open left hand a few times."
COUNTRY,Travel and Directions,1,Single word,Yes,"""Y"" hand","Circle your left elbow with the ""Y"" hand."
COUSIN,"Family, People, and Pronouns",1,Single word,Yes,"""C"" hand","Shake the wrist of the ""C"" hand at your temple for a male and at your cheek for a female."
COW,Animals,1,Single word,Yes,"""Y"" hand","Place the thumb of both ""Y"" hands against the temples and twist forward."
COWRY,Festivals and Holidays,1,Single word,Yes,Clawed hand,Draw a zig-zag down the palm of the clawed hand with your pointer finger.
CPP,Politics,1,Single word,No,,"Sign the letters ""C"" ""P"" ""P"" while slightly moving the hand to the right."
CRAYON,Education and Communication,1,Single word,Yes,Index finger (1),Move your right index finger in a small circle in the left palm.
CREATE,Activities,1,Single word,Yes,"""C"" hand","Place both ""C"" hands on top of each other, then twist both hands backward and forward at the wrists."
CRIPPLED,Health,1,Single word,Yes,Index finger (1),Alternate lifting and dropping both index fingers as they point downward.
CROCODILE,Animals,1,Single word,Yes,Clawed hand,"With both arms in front of you, bring both clawed hands together."
CROSS,Religion,1,Single word,Yes,"""C"" hand","Draw a cross using the ""C"" hand."
CRUCIFY,Religion,1,Single word,Yes,"""A"" hand; Flat hand","1 and 2. Stamp the ""A"" hand in the palm of each hand. 3. Pull both flat hands back near your head."
CRY,Activities,1,Single word,Yes,"""W"" hand","Place both ""W"" hands under your eyes and move each hand alternately down your face."
CUCUMBER,Food,1,Single word,Yes,AND hand (flat O); Flat hand,"1. Make shape of a cucumber with open ""AND"" hands. 2. Chop the air with the right flat hand."
CULTURAL,Festivals and Holidays,1,Single word,Yes,"""C"" hand","Circle the ""C"" hands alternately down your abdomen."
CUP,Food,1,Single word,Yes,"""C"" hand","Place the little finger of the ""C"" hand on the left palm."
CURIOUS,Idiomatic Expressions,1,Single word,Yes,Curved hand,"Fan the ""curved hand"" back toward your nose a few times."
CURRICULUM,Education and Communication,1,Single word,Yes,"""C"" hand; ""M"" hand","Place the ""C"" hand at the left fingertips then the ""M"" hand at the left palm."
CUT,Health,1,Single word,Yes,"""H"" hand","Slide the ""H"" hand back and forth across the back of the left hand."
DAILY,Time,1,Single word,Yes,"""A"" hand","With the ""A"" hand at the side of your mouth, push forward slightly twice."
"DAMBA, SAMANPIID",Festivals and Holidays,2,Multi-word phrase,Yes,"""X"" hand","Rest the left arm at your waist with the elbow out and wave the right ""X"" hand back and forth at your arm."
DANCE,Sports and Games,1,Single word,Yes,"""V"" hand","Swing the downturned right ""V"" hand from side to side over the left palm."
DANGER,Health,1,Single word,Yes,Middle finger (8),Flick the thumb and middle finger at head level.
DARK,Opposites and Questions,1,Single word,Yes,Flat hand,Cross both flat hands in front of your face.
DAUGHTER,"Family, People, and Pronouns",1,Single word,Yes,"""A"" hand","Make the sign for ""GIRL"" then move the hand to the inner elbow."
DAVID,Religion,1,Single word,Yes,"""D"" hand","Move the ""D"" hand from your left shoulder to your right hip."
DAY,Time,1,Single word,Yes,Index finger (1),Place the right elbow on the back of the left hand with the index finger upward and drop the right hand down.
DEAD,Religion,1,Single word,Yes,Flat hand,"Place one flat hand facing down and the other facing up, then switch their positions."
DEAF,"Family, People, and Pronouns",1,Single word,Yes,Index finger (1),Place the index finger next to the mouth then move to the ear.
DECEIVE,Ideas and Mental Action,1,Single word,Yes,ILY hand,"Circle both ""ILY"" hands around each other alternately in front of you."
DECEMBER,Time,1,Single word,Yes,"""D"" hand; Flat hand","Place the right elbow on top of the left flat hand and circle the ""D"" hand."
DECLINE,Opposites and Questions,1,Single word,Yes,Flat hand,Move the little finger of the right flat hand in small arcs down the left arm.
DEEP KISSING,Activities,2,Multi-word phrase,Yes,"""Y"" hand","Rock both ""Y"" hands back and forth against each other."
DEER,Animals,1,Single word,Yes,Open hand,"With palms facing forward, touch the temples with the thumbs of both open hands."
DEFEATED,Idiomatic Expressions,1,Single word,Yes,Index finger (1); Pinch (thumb + index),Pinch your index finger and thumb together then slap your wrist in a downward motion.
DEMOCRACY,Politics,1,Single word,Yes,"""D"" hand","Cross both ""D"" hands over each other in front of your body then open your arms and rotate hands forward."
DEMONSTRATE,Education and Communication,1,Single word,Yes,"""D"" hand","Place the fingers of the ""D"" hand in the left palm and push both hands forward."
DEMONSTRATION SCHOOL FOR THE DEAF,Travel and Directions,5,Multi-word phrase,Yes,"""D"" hand; Flat hand","Place the ""D"" hand in the left palm and push both hands forward, then clap your flat hands together twice."
DENIAL,Activities,1,Single word,Yes,"""A"" hand","Flick the thumbs of both ""A"" hands upward from the chest a few times."
DENTIST,Work,1,Single word,Yes,"""D"" hand; Flat hand","Tap your teeth with the fingers of the ""D"" hand then slide your flat hands down the body."
DENY,Religion,1,Single word,Yes,"""A"" hand","Place both ""A"" hand thumbs on your waist then pull both up together."
DEPEND,Activities,1,Single word,Yes,Index finger (1),Place the right index finger on top of the left and slightly move both hands downward.
DESIRE,Emotions and Character,1,Single word,Yes,Index finger (1); Pinch (thumb + index),Pinch your neck with your thumb and index finger.
DESTROY,Activities,1,Single word,Yes,"""A"" hand; Flat hand","With both ""A"" hands in front of the body, run both flat hands over each other a few times back and forth."
DEVELOP,Activities,1,Single word,Yes,"""D"" hand","Place the right ""D"" hand against the left palm then move the right hand upward."
DEVIL,Religion,1,Single word,Yes,"""3"" hand; Clawed hand","Place the clawed ""3"" hand against your right temple."
DIAMOND,Science and Nature,1,Single word,Yes,"""D"" hand","Place the ""D"" hand by the ear and swing it back and forth."
DIARRHEA,Health,1,Single word,Yes,Middle finger (8),"With your middle finger toward your body, swing the right hand downward at your side a few times."
DICTIONARY,Education and Communication,1,Single word,Yes,"""D"" hand","Brush back against the left palm with the ""D"" hand."
DIFFERENT,Opposites and Questions,1,Single word,Yes,Index finger (1),Cross both index fingers with palms down then draw them apart to the sides of the body a few times.
